Fecha (UTC),Estrategia,Motor,Clase de Activo,Simbolo,Lado,Cantidad,Precio ($),Volumen ($),P&L Realizado ($),ID Orden
2026-05-07 18:07:01,RSI+VIXFilter,etf,us_equity,SPY,SELL,5.312387497,731.91,3888.19,-7.4905,6ba63f3f-9958-45ae-a7ae-5ad4b30a83c8
2026-05-07 18:11:02,InverseMomentumETF,etf,us_equity,SQQQ,BUY,99.684222027,45.76,4561.55,-,eaf2afd2-94ae-4bb4-a980-0c19d88a249e
2026-05-07 18:13:01,InverseMomentumETF,etf,us_equity,SPXU,BUY,108.472340425,39.95,4333.47,-,e8004662-c8b4-4cf5-8893-8152afd9760b
2026-05-07 18:19:01,InverseMomentumETF,etf,us_equity,SPXU,SELL,108.472340425,39.85,4322.62,-10.8472,d9793c8a-7b63-4404-8b4b-5da92c515669
2026-05-07 18:22:01,InverseMomentumETF,etf,us_equity,SPXU,BUY,108.540330661,39.92,4332.93,-,b7c2af64-6d6a-457f-893d-650c1b479f68
2026-05-07 18:26:02,DefensiveRotation,equities,us_equity,PG,BUY,1.0,147.1,147.1,-,db6a7cbf-309d-4aef-91ff-bd2786fd1bd7
2026-05-07 18:26:03,DefensiveRotation,equities,us_equity,PEP,BUY,1.0,157.04,157.04,-,2f832d18-7ee3-4fe1-bdde-258fcf228f9d
2026-05-07 18:27:01,DefensiveRotation,equities,us_equity,KO,BUY,2.0,78.84,157.68,-,b569cd56-5bbf-478e-a1b8-82a1df24455f
2026-05-07 18:27:01,DefensiveRotation,equities,us_equity,WMT,BUY,1.0,130.09,130.09,-,95205be8-5376-4aea-9463-d7ed2928e868
2026-05-07 18:28:02,DefensiveRotation,equities,us_equity,JNJ,BUY,1.0,222.63,222.63,-,3e53d2c3-652e-4ced-a2d2-bd9ce49e0fee
2026-05-07 18:33:03,DefensiveRotation,equities,us_equity,KO,SELL,2.0,78.76,157.52,-0.16,e84a1440-5357-4fbc-ba5e-33cbcd4d6281
2026-05-07 18:33:06,DefensiveRotation,equities,us_equity,PG,SELL,1.0,147.08,147.08,-0.02,5ec73285-d4a9-40ce-b107-6fa0142d11e9
2026-05-07 18:33:10,DefensiveRotation,equities,us_equity,JNJ,SELL,1.0,222.26,222.26,-0.37,e25e93f3-a4e5-411d-ad5b-240f35352760
2026-05-07 18:33:11,DefensiveRotation,equities,us_equity,WMT,SELL,1.0,129.98,129.98,-0.11,24b03633-df16-475c-9003-401267a31c57
2026-05-07 18:33:15,DefensiveRotation,equities,us_equity,PEP,SELL,1.0,156.78,156.78,-0.26,52b1a2f3-dc18-43e5-8653-399b7df111ad
2026-05-07 18:34:02,InverseMomentumETF,etf,us_equity,SPXU,SELL,108.540330661,39.909171,4331.75,-1.1754,68107dfe-b2d6-497b-be4b-d04a0ea02f0b
2026-05-07 18:34:03,InverseMomentumETF,etf,us_equity,SQQQ,SELL,99.684222027,45.73,4558.56,-2.9905,de6c80c7-1b6e-40f8-bc7a-c413b13c9a1e
2026-05-07 18:37:00,InverseMomentumETF,etf,us_equity,SPXU,BUY,114.075787893,39.98,4560.75,-,5e066575-baff-43af-beca-329d47c2695d
2026-05-07 18:38:01,InverseMomentumETF,etf,us_equity,SQQQ,BUY,94.373992594,45.91,4332.71,-,aa1b048d-0806-4062-b96d-951118333eb0
2026-05-07 18:38:01,DefensiveRotation,equities,us_equity,PG,BUY,1.0,147.0,147.0,-,bdf1ee5b-46f0-4459-80a7-9d6354a633a5
2026-05-07 18:38:01,DefensiveRotation,equities,us_equity,JNJ,BUY,1.0,222.3,222.3,-,541b848a-f632-47e3-8152-63840a84339e
2026-05-07 18:38:03,DefensiveRotation,equities,us_equity,KO,BUY,2.0,78.74,157.48,-,ae33007f-663b-4bc8-887c-3fbb1fa58a78
2026-05-07 18:38:03,DefensiveRotation,equities,us_equity,PEP,BUY,1.0,156.75,156.75,-,7b00f4c9-1973-4c02-b28e-0e7d5ce95907
2026-05-07 18:39:00,DefensiveRotation,equities,us_equity,WMT,BUY,1.0,130.09,130.09,-,eaccff08-ebc1-4fed-82dd-7884914ab557
2026-05-07 18:45:01,RSI+VIXFilter,etf,us_equity,SPY,BUY,5.580522806,730.29,4075.4,-,eff75ad2-8dad-4687-a428-7a45496ebd91
2026-05-07 18:56:02,InverseMomentumETF,etf,us_equity,SQQQ,SELL,94.373992594,45.99947,4341.15,8.4436,a7d56363-cf25-42f7-8ec5-3268e16a45f5
2026-05-07 18:56:04,InverseMomentumETF,etf,us_equity,SPXU,SELL,114.075787893,40.052812,4569.06,8.3061,e2f5afbf-a318-425d-a37b-5efba6fe420d
2026-05-07 19:13:03,DefensiveRotation,equities,us_equity,KO,SELL,2.0,78.81,157.62,0.14,9fe6b2fa-dd4e-4899-9f61-e4131404cac4
2026-05-07 19:13:06,DefensiveRotation,equities,us_equity,PG,SELL,1.0,147.29,147.29,0.29,2d17520f-5bcd-417d-9525-675a038416ef
2026-05-07 19:13:09,DefensiveRotation,equities,us_equity,JNJ,SELL,1.0,222.27,222.27,-0.03,c947425f-045b-44ab-9ad1-6f05fb607c9b
2026-05-07 19:13:12,DefensiveRotation,equities,us_equity,WMT,SELL,1.0,130.24,130.24,0.15,edd35eeb-dfae-469e-9f6b-ee0c71439fbd
2026-05-07 19:13:14,DefensiveRotation,equities,us_equity,PEP,SELL,1.0,157.14,157.14,0.39,560e9d2e-f8f5-4a8e-ab7e-d2cdc92f23ef
2026-05-07 19:18:03,DefensiveRotation,equities,us_equity,KO,BUY,2.0,78.695,157.39,-,cca2eee0-f74b-4ce1-9500-1ac0a895d0fb
2026-05-07 19:18:03,DefensiveRotation,equities,us_equity,WMT,BUY,1.0,130.05,130.05,-,7eccad35-b5f0-434b-9adb-d506ed4f52db
2026-05-07 19:18:03,DefensiveRotation,equities,us_equity,PEP,BUY,1.0,156.89,156.89,-,fb5f0a35-cb34-4f08-8180-3883c571176a
2026-05-07 19:18:04,DefensiveRotation,equities,us_equity,JNJ,BUY,1.0,222.32,222.32,-,70d3a864-9212-4ac8-99a3-0463c75fed5e
2026-05-07 19:18:05,InverseMomentumETF,etf,us_equity,SPXU,BUY,108.576664173,40.136341,4357.87,-,59667e02-b6d6-4b24-8191-cdaee02c2045
2026-05-07 19:19:01,DefensiveRotation,equities,us_equity,PG,BUY,1.0,147.34,147.34,-,ce22898d-a61c-4c39-ac57-4b557c561a3a
2026-05-07 19:19:02,InverseMomentumETF,etf,us_equity,SQQQ,BUY,89.140903169,46.069087,4106.64,-,74ee3dbf-0d04-4690-ad15-e8acb4eb51c8
2026-05-07 19:31:03,InverseMomentumETF,etf,us_equity,SPXU,SELL,108.576664173,40.09,4352.84,-5.0315,41561fbe-c6a1-4927-a512-ca92c8614f4f
2026-05-07 19:31:04,InverseMomentumETF,etf,us_equity,SQQQ,SELL,89.140903169,46.02,4102.26,-4.3756,9eb8cf93-51f2-4668-822a-42579610cede
2026-05-07 19:34:03,DefensiveRotation,equities,us_equity,KO,SELL,2.0,78.69,157.38,-0.01,d7dbcd79-309d-4229-bb19-6cc1ac63d832
2026-05-07 19:34:06,DefensiveRotation,equities,us_equity,PG,SELL,1.0,147.35,147.35,0.01,e2232592-014e-4bb9-8497-54ad982afd92
2026-05-07 19:34:09,DefensiveRotation,equities,us_equity,JNJ,SELL,1.0,222.38,222.38,0.06,358d4437-5c30-491b-8a19-e7cf26778ac8
2026-05-07 19:34:12,DefensiveRotation,equities,us_equity,WMT,SELL,1.0,130.31,130.31,0.26,8552b60b-f18a-4950-8183-aec6992d9183
2026-05-07 19:34:15,DefensiveRotation,equities,us_equity,PEP,SELL,1.0,156.85,156.85,-0.04,e2fe2b38-56ff-4934-9c3e-a5e3a3557cc2
2026-05-07 19:49:01,InverseMomentumETF,etf,us_equity,SPXU,BUY,108.799250936,40.05,4357.41,-,8781157d-81cf-4edb-a3f4-3df310a1e62a
2026-05-07 19:51:04,InverseMomentumETF,etf,us_equity,SPXU,SELL,108.799250936,39.901563,4341.26,-16.1498,802e15c3-892e-482c-91ad-057cd4501138
2026-05-07 19:51:04,RSI+VIXFilter,etf,us_equity,SPY,SELL,5.580522806,731.770114,4083.66,8.2598,b66952f6-e05b-41c6-b8c7-39290212c22a
2026-05-07 19:54:02,InverseMomentumETF,etf,us_equity,SPXU,BUY,113.856429463,40.057289,4560.78,-,6311009f-ba0b-4337-85bf-4f180e49a77f
2026-05-07 19:55:06,InverseMomentumETF,etf,us_equity,SQQQ,BUY,94.53960288,45.83,4332.75,-,ac875d27-2f0d-4aa1-827d-14b8789802be
2026-05-07 20:31:01,PairDivergence,crypto,crypto,ETH/USD,BUY,0.0131,2292.4,30.03,-,8de94196-f560-4195-aa56-8c8d4cadd950
2026-05-08 08:13:00,DynamicSpotGrid,crypto,crypto,SOL/USD,BUY,0.2265,88.3,20.0,-,dcda3a46-c5a7-439a-ac5e-9fa5c80b130a
2026-05-08 12:31:00,EMATrendCrossover,crypto,crypto,BTC/USD,BUY,0.0006,80241.04,48.14,-,8a02e763-38d1-4208-82f2-6191730f0d24
2026-05-08 12:40:00,SmartTWAPAccum,crypto,crypto,BTC/USD,BUY,0.0006,80260.711166667,48.16,-,fef2b9da-09e2-4776-bcf8-d93be576f52f
2026-05-08 13:30:39,Adopt_FracLiq,equities,us_equity,SPXU,SELL,113.856429463,39.42,4488.22,4488.2204,ec5bcb34-eceb-4e8e-bb33-a5371942c9b2
2026-05-08 13:32:54,Adopt_FracLiq,equities,us_equity,SQQQ,SELL,94.53960288,44.815611,4236.85,4236.8501,e4cac0f2-479a-476e-ab9e-13068d0134ee
2026-05-08 13:34:11,RSIBuytheDip,etf,us_equity,TQQQ,BUY,89.926955573,73.157708,6578.85,-,dc784103-801c-449b-83e5-c370884a2293
2026-05-08 13:46:01,RSIBuytheDip,etf,us_equity,TQQQ,SELL,89.926955573,74.01,6655.49,76.644,44074f2e-109e-49a1-bee4-3a14eb4b5963
2026-05-08 13:50:03,MACDTrend,etf,us_equity,DIA,BUY,14.65321315,497.022729,7282.98,-,41a88acb-8ca8-49d9-8b3d-9de880ff8846
2026-05-08 14:02:00,MACDTrend,etf,us_equity,DIA,SELL,14.65321315,496.65,7277.52,-5.4617,1f23ebad-3b91-49f7-ae3f-ee38880dcef5
2026-05-08 14:03:02,MACDTrend,etf,us_equity,DIA,BUY,14.659400161,496.783629,7282.55,-,f2573986-cfa7-480d-9db3-24942e3bbc08
2026-05-08 14:11:04,MACDTrend,etf,us_equity,DIA,SELL,14.659400161,496.51386,7278.6,-3.9546,59bf6c3e-10e4-44c7-9f38-df5c8a935a38
2026-05-08 14:17:02,MACDTrend,etf,us_equity,DIA,BUY,14.659319202,496.764543,7282.23,-,7ecdf5f0-74b8-400b-8393-e968c074318d
2026-05-08 14:31:03,RSIBuytheDip,etf,us_equity,TQQQ,BUY,90.155388133,74.312252,6699.65,-,7a0ee394-2e63-4988-aac8-1b46532513b8
2026-05-08 14:35:02,MACDTrend,etf,us_equity,DIA,SELL,14.659319202,496.714543,7281.5,-0.733,66c0acbb-848b-4c4b-a8b8-9af9eb2cdc98
2026-05-08 14:38:03,MACDTrend,etf,us_equity,DIA,BUY,13.566765877,497.259263,6746.2,-,3156d038-3b4c-4953-af85-4367a14f827c
2026-05-08 14:51:03,MACDTrend,etf,us_equity,DIA,SELL,13.566765877,496.975995,6742.36,-3.843,942acefb-45b7-4902-badd-62e3d4164986
2026-05-08 14:56:02,RSIBuytheDip,etf,us_equity,TQQQ,SELL,90.155388133,74.915435,6754.03,54.3801,3f8864b7-ddcb-43d3-8393-29a4c07c73d7
2026-05-08 15:18:02,RSIBuytheDip,etf,us_equity,TQQQ,BUY,97.47451505,74.75,7286.22,-,68c3ffdc-baf8-45f5-ac89-9bf593c91322
2026-05-08 15:22:02,MACDTrend,etf,us_equity,DIA,BUY,13.506588756,496.3,6703.32,-,a0d6b917-6705-4088-9078-1f6695973101
2026-05-08 15:37:02,RSIBuytheDip,etf,us_equity,TQQQ,SELL,97.47451505,75.306512,7340.47,54.2457,51a4a080-ce6f-452a-b3e5-3eed6398ba49
2026-05-08 16:21:01,MACDTrend,etf,us_equity,DIA,SELL,13.506588756,496.37,6704.27,0.9455,87b9a020-43bb-4192-989a-1aef77038ab0
2026-05-08 16:36:01,DefensiveRotation,equities,us_equity,JNJ,BUY,1.0,221.32,221.32,-,933a9538-0597-4736-9a4d-8e08eb77ee52
2026-05-08 16:36:02,DefensiveRotation,equities,us_equity,KO,BUY,2.0,78.71,157.42,-,b773138d-06e7-4a5d-aefb-f7d82f459082
2026-05-08 16:36:02,DefensiveRotation,equities,us_equity,WMT,BUY,1.0,131.1,131.1,-,43f1dd93-e303-40bc-a0f7-16eae7d5c757
2026-05-08 16:36:03,DefensiveRotation,equities,us_equity,PEP,BUY,1.0,156.1,156.1,-,b5b2f76e-d307-41d4-b6e2-8c66036b30ea
2026-05-08 16:36:03,DefensiveRotation,equities,us_equity,PG,BUY,1.0,147.06,147.06,-,ce505f1d-bc9f-4d8e-a00c-261d768f1c03
2026-05-08 16:37:02,DefensiveRotation,equities,us_equity,KO,SELL,2.0,78.71,157.42,0.0,b0fc3ad5-5fad-4015-952d-d8fec124d7e0
2026-05-08 16:37:05,DefensiveRotation,equities,us_equity,PG,SELL,1.0,147.06,147.06,0.0,a04d732a-9681-4a8e-8e89-ca3857cf15d5
2026-05-08 16:37:08,DefensiveRotation,equities,us_equity,JNJ,SELL,1.0,221.14,221.14,-0.18,67fd5b37-07ac-470c-8713-67f4408b5155
2026-05-08 16:37:11,DefensiveRotation,equities,us_equity,WMT,SELL,1.0,131.09,131.09,-0.01,a279aeb3-a060-40d4-88f0-1f2ad023e806
2026-05-08 16:37:13,DefensiveRotation,equities,us_equity,PEP,SELL,1.0,156.12,156.12,0.02,43e74ecd-f5eb-4d49-b49b-840d6701a7e9
2026-05-08 16:41:01,DefensiveRotation,equities,us_equity,JNJ,BUY,1.0,221.25,221.25,-,194902b1-d325-40d0-9178-f9b9eb348ad6
2026-05-08 16:41:02,DefensiveRotation,equities,us_equity,KO,BUY,2.0,78.69,157.38,-,7f2c877f-2f9d-405e-84b9-87d3767de91c
2026-05-08 16:41:02,DefensiveRotation,equities,us_equity,PEP,BUY,1.0,156.11,156.11,-,774ce665-3b4d-405f-a09e-b43d21ed1d76
2026-05-08 16:41:03,DefensiveRotation,equities,us_equity,WMT,BUY,1.0,131.16,131.16,-,a3c3e928-9b14-4b1e-a122-a956f96a0a19
2026-05-08 16:41:03,DefensiveRotation,equities,us_equity,PG,BUY,1.0,147.17,147.17,-,a4e1c125-1b20-44bc-b966-f72b33a52d15
2026-05-08 16:45:01,RSI+VIXFilter,etf,us_equity,SPY,BUY,6.12884751,736.84,4515.98,-,32f457e8-459a-45ec-a7be-0f92ff54fcee
2026-05-08 17:02:03,DefensiveRotation,equities,us_equity,KO,SELL,2.0,78.54,157.08,-0.3,f2faf7d7-1646-4b72-a4a6-a1d8ae645528
2026-05-08 17:02:05,DefensiveRotation,equities,us_equity,PG,SELL,1.0,147.05,147.05,-0.12,dcd3e6bd-584e-4c75-8509-50b3a9057e18
2026-05-08 17:02:08,DefensiveRotation,equities,us_equity,JNJ,SELL,1.0,221.09,221.09,-0.16,ba96c176-2383-4ab8-a62f-3127f5679345
2026-05-08 17:02:11,DefensiveRotation,equities,us_equity,WMT,SELL,1.0,130.93,130.93,-0.23,7b8ca2d8-63e0-48b5-9b60-269d8568f484
2026-05-08 17:02:13,DefensiveRotation,equities,us_equity,PEP,SELL,1.0,155.84,155.84,-0.27,1ff3859d-892e-41b7-b4cc-f829378dffef
2026-05-08 17:22:02,MACDTrend,etf,us_equity,DIA,BUY,13.97054376,495.99,6929.25,-,acdce519-752d-44b1-9141-31395315c9eb
2026-05-08 17:23:02,RSI+VIXFilter,etf,us_equity,SPY,SELL,6.12884751,737.65,4520.94,4.9644,d6e9c7d9-4bd3-4c3f-9bfd-0121528acc1c
2026-05-08 17:42:01,RSIBuytheDip,etf,us_equity,TQQQ,BUY,88.779520295,75.88,6736.59,-,24708da1-9b3d-4a95-a0bb-bfeb3e0d791e
2026-05-08 17:45:01,MACDTrend,etf,us_equity,DIA,SELL,13.97054376,496.057137,6930.19,0.9379,dbc39783-c118-4371-8490-d93e01962c16
2026-05-08 18:00:01,MACDTrend,etf,us_equity,DIA,BUY,13.608674621,496.16,6752.08,-,1fa3c235-03df-45b6-8435-b10a30c9f9b3
2026-05-08 18:07:01,DonchianBreakout,etf,us_equity,IWM,BUY,21.833714104,284.51,6211.91,-,172e444d-f9d9-4abc-beb6-884a1093c321
2026-05-08 18:27:02,MACDTrend,etf,us_equity,DIA,SELL,13.608674621,496.196454,6752.58,0.4961,1a788357-a783-414d-86d2-0a5f483c05a8
2026-05-08 18:31:02,MACDTrend,etf,us_equity,DIA,BUY,12.604167086,496.27714,6255.16,-,1f00c4c1-2319-4a30-9d19-abccc9354306
2026-05-08 18:32:03,MACDTrend,etf,us_equity,DIA,SELL,12.604167086,496.241273,6254.71,-0.4521,db0c9d36-afd2-4b1f-812a-56fc2cf1d4c7
2026-05-08 18:46:03,DonchianBreakout,etf,us_equity,IWM,SELL,21.833714104,283.826336,6196.98,-14.9269,89a21940-8f0e-44d9-aed2-788fc6da994e
2026-05-08 19:09:03,RSIBuytheDip,etf,us_equity,TQQQ,SELL,88.779520295,75.93,6741.03,4.439,3b709b09-6a23-4370-b7b6-4b556cd4274f
2026-05-08 19:14:03,MACDTrend,etf,us_equity,DIA,BUY,14.724222899,495.114075,7290.17,-,7a67f6fd-2d2b-4911-b582-92536f130171
2026-05-08 19:29:04,RSIBuytheDip,etf,us_equity,TQQQ,BUY,88.553809586,75.738807,6706.96,-,7582446c-55c3-4f67-b41d-80ab2b9ce0ba
2026-05-08 19:49:03,RSIBuytheDip,etf,us_equity,TQQQ,SELL,88.553809586,76.01,6730.98,24.0151,c5723c55-a840-4394-b8c0-ce037f02478a
2026-05-08 19:55:06,GoldenCross,etf,us_equity,XLC,BUY,57.400102678,116.879234,6708.88,-,61f5201b-1fdb-4776-9938-40c834077e21
2026-05-08 19:57:02,MACDTrend,etf,us_equity,DIA,SELL,14.724222899,495.79,7300.12,9.9525,e6b618c7-ef03-4a4f-9144-1f03bf55d956
2026-05-08 19:58:03,MACDTrend,etf,us_equity,DIA,BUY,13.6219404,495.977798,6756.18,-,a5d76d12-0ade-427a-bbf9-f84135cc34f1
2026-05-09 03:31:01,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.5007,10.0064,15.02,-,117b6ae8-89dd-448b-994f-f551afb750c6
2026-05-09 04:37:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.5048,9.999,15.05,-,93ec754b-488d-48f0-b64e-621ab0904006
2026-05-09 08:11:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.5039,9.99416,15.03,-,7b51950d-dda3-45d5-b6b2-743518a0fd7e
2026-05-09 09:28:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.5159,9.89,14.99,-,aa3a9605-3345-4ac1-bba8-ff98f24cf774
2026-05-09 14:31:00,PairDivergence,crypto,crypto,ETH/USD,BUY,0.0087,2309.68,20.09,-,b5d8095d-aec7-4bbe-ab63-3c219273317d
2026-05-10 02:02:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.5212,9.854566,14.99,-,cccbe0ca-4a84-42ca-9a83-5a24b7e281d1
2026-05-10 20:45:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4749,10.182,15.02,-,94653a17-1489-4529-852c-88c00744f2f1
2026-05-10 20:49:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4881,10.1,15.03,-,71ec7bed-e399-4d23-8aa3-f7a1ae191a98
2026-05-11 00:54:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4822,10.136,15.02,-,3ad3be02-9d57-47a7-8e15-1f1baffd2c48
2026-05-11 02:02:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4805,10.1496,15.03,-,d1c60e3f-c017-4804-99d4-05334f836e9d
2026-05-11 02:14:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4881,10.0945,15.02,-,1f6d6269-ed75-46ae-bb53-26c6b7d8591b
2026-05-11 07:04:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4894,10.088,15.03,-,dc7a8ad4-ac58-4308-af5b-a02862b5478e
2026-05-11 08:03:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4881,10.1,15.03,-,ca927123-734a-4a5d-8bc6-fb6e21d2a718
2026-05-11 08:29:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4954,10.0491,15.03,-,b16f1794-6679-46db-83df-3bd0ec7e0fba
2026-05-11 12:07:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4877,10.094,15.02,-,7115ef96-ebca-4251-9bb9-6cabc1fbe202
2026-05-11 12:52:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4883,10.095,15.02,-,c07c0820-e6ee-4aef-a853-8cec39fef9be
2026-05-11 13:35:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4894,10.09,15.03,-,1d9be991-e667-4158-92a2-34c253204543
2026-05-11 13:37:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.495,10.05,15.02,-,175e486a-6ee9-47ed-9c43-c1d258e61eea
2026-05-11 13:55:01,InverseMomentumETF,etf,us_equity,SQQQ,BUY,90.741209563,42.66,3871.02,-,235071a8-89d3-40ae-b162-f47c87df6097
2026-05-11 14:01:00,PairDivergence,crypto,crypto,ETH/USD,BUY,0.0065,2323.997,15.11,-,508696da-43ef-44b6-98f8-7726d6c91b6f
2026-05-11 14:05:03,InverseMomentumETF,etf,us_equity,SQQQ,SELL,90.741209563,42.557053,3861.68,-156.1149,9e1c4577-1140-4408-86be-f8a205303559
2026-05-11 14:28:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4896,10.077,15.01,-,fb906033-1f37-4178-a45b-89c6d327b89e
2026-05-11 14:28:01,DefensiveRotation,equities,us_equity,KO,BUY,2.0,78.25,156.5,-,cd149148-810e-41a1-b4d0-f1007a17b47f
2026-05-11 14:28:02,DefensiveRotation,equities,us_equity,PG,BUY,1.0,143.5,143.5,-,76ad0ce4-bffd-4909-b1e0-ae0dd00e9c88
2026-05-11 14:28:02,InverseMomentumETF,etf,us_equity,SQQQ,BUY,90.674478556,42.669449,3869.03,-,5d91a55f-d456-492b-bc7d-2e219e92867b
2026-05-11 14:28:02,DefensiveRotation,equities,us_equity,WMT,BUY,1.0,128.81,128.81,-,7f9e887d-fb85-4ed0-b60a-75041cd72fa8
2026-05-11 14:28:03,DefensiveRotation,equities,us_equity,JNJ,BUY,1.0,222.68,222.68,-,f14a3feb-02cc-442b-b6f3-1f3c3a7b63ec
2026-05-11 14:29:01,DefensiveRotation,equities,us_equity,PEP,BUY,1.0,152.0,152.0,-,a6569f3c-18fa-41fe-929d-d9a789762787
2026-05-11 14:30:02,RSI+VIXFilter,etf,us_equity,SPY,BUY,4.92321443,738.424062,3635.42,-,811dac96-03b8-4b43-842a-1e42b975e61d
2026-05-11 14:32:00,Micro-VWAPAVAXAggressive,crypto,crypto,AVAX/USD,BUY,1.4962,10.04,15.02,-,21e8058c-0398-46f9-a855-47a2a37cf0f2
2026-05-11 14:38:02,InverseMomentumETF,etf,us_equity,SQQQ,SELL,90.674478556,42.567648,3859.8,-83.6564,20adae40-d27a-4700-9c13-080465a42cb1
2026-05-11 14:43:03,DefensiveRotation,equities,us_equity,KO,SELL,2.0,78.14,156.28,-0.22,ba8cbaf7-e55b-4cac-8357-bc72a3bceb8d
2026-05-11 14:43:05,DefensiveRotation,equities,us_equity,PG,SELL,1.0,142.76,142.76,-0.74,41004ce9-20df-4cb4-931d-57a83ca89482
2026-05-11 14:43:07,DefensiveRotation,equities,us_equity,JNJ,SELL,1.0,222.22,222.22,-0.46,ffc3b910-95c1-48e2-9236-091bebb09977
2026-05-11 14:43:11,DefensiveRotation,equities,us_equity,WMT,SELL,1.0,128.78,128.78,-0.03,636a2cbb-b6b6-4626-9b83-fb3a13ee2e63
2026-05-11 14:43:13,DefensiveRotation,equities,us_equity,PEP,SELL,1.0,150.62,150.62,-1.38,c6516747-e96a-4546-81d1-463fd1bdbea6
2026-05-11 14:52:02,RSI+VIXFilter,etf,us_equity,SPY,SELL,4.92321443,739.437969,3640.41,4.9917,fd47492e-9cb7-49b0-8ef1-df48b421119b
2026-05-11 15:14:00,DefensiveRotation,equities,us_equity,JNJ,BUY,1.0,221.82,221.82,-,ead7e17f-dedd-46ce-8707-53af3232f510
2026-05-11 15:14:01,DefensiveRotation,equities,us_equity,WMT,BUY,1.0,128.37,128.37,-,b6b71209-25cd-4624-b4d8-9dffdc9f728e
2026-05-11 15:14:03,DefensiveRotation,equities,us_equity,PG,BUY,1.0,142.97,142.97,-,deef6b31-e1c5-44ff-9e74-dd963ce19874
2026-05-11 15:14:03,DefensiveRotation,equities,us_equity,PEP,BUY,1.0,150.47,150.47,-,9086f508-02e4-4358-bac2-78e412d33b3a
2026-05-11 15:15:01,DefensiveRotation,equities,us_equity,KO,BUY,2.0,78.27,156.54,-,b70650da-452c-4ef2-9052-5a6ce0f302ea
2026-05-11 15:20:03,DefensiveRotation,equities,us_equity,KO,SELL,2.0,78.235,156.47,-0.07,77e0b417-fcbc-46b1-85a5-d4ecd305f0be
2026-05-11 15:20:06,DefensiveRotation,equities,us_equity,PG,SELL,1.0,143.05,143.05,0.08,1a1e9464-6848-4e46-be0a-bbea7d7b134f
2026-05-11 15:20:08,DefensiveRotation,equities,us_equity,JNJ,SELL,1.0,221.82,221.82,0.0,e98fbb5d-dfac-4422-a8ed-3b85e962114d
2026-05-11 15:20:11,DefensiveRotation,equities,us_equity,WMT,SELL,1.0,128.09,128.09,-0.28,5bbfa716-e600-439b-b7de-1700918b3d20
2026-05-11 15:20:13,DefensiveRotation,equities,us_equity,PEP,SELL,1.0,150.44,150.44,-0.03,db23c978-699e-4094-936d-c22ca8768352
